"","country","points","price","province","title","variety","winery"
"1606","New Zealand",87,17,"Marlborough","Yealands 2010 Pinot Noir (Marlborough)","Pinot Noir","Yealands"
"1607","France",85,25,"Bordeaux","Château Aney 2012  Haut-Médoc","Bordeaux-style Red Blend","Château Aney"
"1608","Italy",87,16,"Veneto","La Jara 2011 Millesimato Dry  (Prosecco Treviso)","Glera","La Jara"
"1609","US",93,38,"California","Goat Bubbles 2011 Sierra Madre Vineyard Crémant Sparkling (Santa Maria Valley)","Sparkling Blend","Goat Bubbles"
"1610","US",84,22,"California","Wellington 2013 Cabernet Sauvignon (Sonoma County)","Cabernet Sauvignon","Wellington"
"1611","Italy",92,150,"Tuscany","Volpaia 2011 Il Puro Gran Selezione  (Chianti Classico)","Sangiovese","Volpaia"
"1612","France",91,NA,"Burgundy","Pascal Bouchard 2011 Mont de Milieu Premier Cru  (Chablis)","Chardonnay","Pascal Bouchard"
"1613","Portugal",82,6,"Vinho Verde","Quinta da Aveleda NV Casal Garcia White (Vinho Verde)","White Blend","Quinta da Aveleda"
"1614","US",91,48,"California","Thomas Fogarty 2007 Langley Hill Chardonnay (Santa Cruz Mountains)","Chardonnay","Thomas Fogarty"
"1615","Italy",88,35,"Tuscany","Baccinetti 2012 Saporoia  (Brunello di Montalcino)","Sangiovese","Baccinetti"
"1616","Italy",89,45,"Tuscany","Vignavecchia 2010 Riserva  (Chianti Classico)","Red Blend","Vignavecchia"
"1617","Italy",87,20,"Northeastern Italy","St. Pauls 2014 Pinot Grigio (Alto Adige)","Pinot Grigio","St. Pauls"
"1618","US",93,38,"California","La Follette 2012 Sangiacomo Vineyard Chardonnay (Sonoma Coast)","Chardonnay","La Follette"
"1619","France",89,NA,"Bordeaux","Château Pape Clément 2008 Barrel sample  (Pessac-Léognan)","Bordeaux-style White Blend","Château Pape Clément"
"1620","France",92,NA,"Southwest France","Domaine de Cause 2014 La Lande Cavagnac Malbec (Cahors)","Malbec","Domaine de Cause"
"1621","US",87,15,"New York","Thirsty Owl Wine Company 2012 Pinot Gris (Finger Lakes)","Pinot Gris","Thirsty Owl Wine Company"
"1622","US",88,60,"California","MacLaren 2013 Heather Pinot Noir (Russian River Valley)","Pinot Noir","MacLaren"
"1623","France",93,21,"Beaujolais","Domaine de Bel Air 2015 Les Burdelines  (Moulin-à-Vent)","Gamay","Domaine de Bel Air"
"1624","US",85,10,"California","Alias 2013 Cabernet Sauvignon (California)","Cabernet Sauvignon","Alias"
"1625","US",88,28,"California","Longboard 2006 Pinot Noir (Russian River Valley)","Pinot Noir","Longboard"
"1626","Italy",94,50,"Piedmont","Cascina delle Rose 2010 Rio Sordo  (Barbaresco)","Nebbiolo","Cascina delle Rose"
"1627","Argentina",87,10,"Other","Finca El Origen 2007 Reserva Torrontés (Cafayate)","Torrontés","Finca El Origen"
"1628","US",86,25,"California","Clavo Cellars 2012 Ole Albariño (Paso Robles)","Albariño","Clavo Cellars"
"1629","Italy",94,95,"Piedmont","Renato Ratti 2007 Rocche  (Barolo)","Nebbiolo","Renato Ratti"
"1630","US",93,65,"California","Sanguis 2011 Infidels Red (Santa Barbara County)","Red Blend","Sanguis"
"1631","France",86,15,"Beaujolais","Georges Duboeuf 2015 Château d'Ouilly  (Beaujolais)","Gamay","Georges Duboeuf"
"1632","US",92,135,"California","Von Strasser 2013 Reserve Red (Diamond Mountain District)","Bordeaux-style Red Blend","Von Strasser"
"1633","US",84,18,"California","Peterson 2009 Old School Zinfandel (Dry Creek Valley)","Zinfandel","Peterson"
"1634","South Africa",92,27,"Stellenbosch","Stark-Condé 2011 Unfined and Unfiltered Cabernet Sauvignon (Stellenbosch)","Cabernet Sauvignon","Stark-Condé"
"1635","US",90,22,"California","La Crema 2010 Chardonnay (Sonoma Coast)","Chardonnay","La Crema"
"1636","France",88,NA,"Bordeaux","Chateau Desmirail 2007  Margaux","Bordeaux-style Red Blend","Chateau Desmirail"
"1637","US",93,100,"Oregon","Nicolas-Jay 2014 Bishop Creek Pinot Noir","Pinot Noir","Nicolas-Jay"
"1638","Italy",87,58,"Tuscany","Fattoria La Lecciaia 2009 Vigna Manapetra Riserva  (Brunello di Montalcino)","Sangiovese","Fattoria La Lecciaia"
"1639","US",92,32,"Oregon","DanCin 2016 Chassé Chardonnay (Oregon)","Chardonnay","DanCin"
"1640","US",86,23,"Oregon","Coelho 2016 Coelho Estates Pinot Noir Rosé (Willamette Valley)","Rosé","Coelho"
"1641","France",90,27,"Bordeaux","Vignobles Carreau Selection 2014 Amiral  (Blaye Côtes de Bordeaux)","Bordeaux-style Red Blend","Vignobles Carreau Selection"
"1642","Italy",91,73,"Veneto","Le Salette 2013  Amarone della Valpolicella Classico","Red Blend","Le Salette"
"1643","Italy",92,NA,"Tuscany","Livernano 2011 Casalvento Gran Selezione  (Chianti Classico)","Red Blend","Livernano"
"1644","US",90,40,"Oregon","Martin Woods 2015 Jessie James Vineyard Pinot Noir (Eola-Amity Hills)","Pinot Noir","Martin Woods"
"1645","Italy",86,35,"Tuscany","Coli 2009 Riserva  (Chianti Classico)","Red Blend","Coli"
"1646","France",92,27,"Alsace","Domaine Ostertag 2015 Les Vieilles Vignes Sylvaner (Alsace)","Sylvaner","Domaine Ostertag"
"1647","France",92,25,"Bordeaux","Château Lestage 2014  Listrac-Médoc","Bordeaux-style Red Blend","Château Lestage"
"1648","France",88,NA,"Loire Valley","Domaine Lecomte 2008 Vieilles Vignes  (Quincy)","Sauvignon Blanc","Domaine Lecomte"
"1649","France",95,328,"Burgundy","Bouchard Père & Fils 2007  Chevalier-Montrachet","Chardonnay","Bouchard Père & Fils"
"1650","Chile",84,19,"Casablanca Valley","Casas del Bosque 2011 Gran Reserva Estate Bottled Pinot Noir (Casablanca Valley)","Pinot Noir","Casas del Bosque"
"1651","US",85,11,"California","Deep Purple 2011 Zinfandel (Lodi)","Zinfandel","Deep Purple"
"1652","France",93,90,"Burgundy","Louis Latour 2015 Morgeot Premier Cru  (Chassagne-Montrachet)","Chardonnay","Louis Latour"
"1653","Austria",93,NA,"Wachau","F X Pichler 2013 Loibner Steinertal Smaragd Grüner Veltliner (Wachau)","Grüner Veltliner","F X Pichler"
"1654","Italy",87,19,"Veneto","Bellenda 2014 San Fermo  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Bellenda"
"1655","Austria",90,22,"Niederösterreich","Pratsch 2011 Steinberg Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Pratsch"
"1656","US",85,18,"California","Fenestra 2007 Silvaspoons Vineyard Alvarelhão (Lodi)","Alvarelhão","Fenestra"
"1657","US",93,30,"Washington","Nefarious 2009 Cabernet Sauvignon (Wahluke Slope)","Cabernet Sauvignon","Nefarious"
"1658","France",90,NA,"Burgundy","Henri de Villamont 2011 Le Village  (Savigny-lès-Beaune)","Pinot Noir","Henri de Villamont"
"1659","US",90,50,"Oregon","Iris Vineyards 2014 Chalice Estate C Block Pinot Noir (Oregon)","Pinot Noir","Iris Vineyards"
"1660","US",90,50,"California","Madorom 2009 Merlot (Napa Valley)","Merlot","Madorom"
"1661","US",90,17,"Oregon","J. Scott Cellars 2011 Sauvignon Blanc (Rogue Valley)","Sauvignon Blanc","J. Scott Cellars"
"1662","Austria",93,NA,"Kamptal","Bründlmayer 2011 Loiser Berg Erste Lage Grüner Veltliner (Kamptal)","Grüner Veltliner","Bründlmayer"
"1663","Germany",89,17,"Rheinhessen","Weingut Liebfrauenstift 2013 Riesling (Rheinhessen)","Riesling","Weingut Liebfrauenstift"
"1664","US",88,20,"California","Broadside 2012 Margarita Vineyard Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Broadside"
"1665","Spain",92,23,"Catalonia","Masies d'Avinyo 2001 Abadal Reserva Red (Pla de Bages)","Red Blend","Masies d'Avinyo"
"1666","New Zealand",93,50,"Hawke's Bay","Villa Maria 2014 Reserve Gimblett Gravels Merlot (Hawke's Bay)","Merlot","Villa Maria"
"1667","France",86,35,"Burgundy","Domaine Ferret 2014  Pouilly-Fuissé","Chardonnay","Domaine Ferret"
"1668","Spain",86,35,"Central Spain","La Zorra 2014 La Moza Calabrés Garnacha (Sierra de Salamanca)","Garnacha","La Zorra"
"1669","Italy",94,NA,"Southern Italy","Basilisco 2012 Storico  (Aglianico del Vulture)","Aglianico","Basilisco"
"1670","France",85,NA,"Burgundy","Domaine Pascal Bouchard 2014 La Classique  (Chablis)","Chardonnay","Domaine Pascal Bouchard"
"1671","South Africa",88,NA,"Ceres Plateau","De Grendel 2015 Cape Winemakers Guild Op Die Berg Pinot Noir (Ceres Plateau)","Pinot Noir","De Grendel"
"1672","US",87,25,"New York","Belhurst 2009 Cabernet Franc (New York)","Cabernet Franc","Belhurst"
"1673","France",85,15,"Bordeaux","Château Cailleteau Bergeron 2014 Villa Cailleteau Bergeron Rosé (Bordeaux Rosé)","Rosé","Château Cailleteau Bergeron"
"1674","US",92,48,"California","Bodega de Edgar 2014 Toro de Paso Red (Central Coast)","Red Blend","Bodega de Edgar"
"1675","France",89,35,"Alsace","Gustave Lorentz 2011 Schofweg Pinot Gris (Alsace)","Pinot Gris","Gustave Lorentz"
"1676","Italy",94,69,"Piedmont","Cascina Cucco 2011 Cerrati  (Barolo)","Nebbiolo","Cascina Cucco"
"1677","Spain",88,28,"Catalonia","Alta Alella 2013 Bruel Sparkling (Cava)","Sparkling Blend","Alta Alella"
"1678","France",86,NA,"Beaujolais","Georges Duboeuf 2009 Château de la Perrière  (Brouilly)","Gamay","Georges Duboeuf"
"1679","US",91,93,"California","Grgich Hills 2013 Paris Tasting Commemorative Chardonnay (Napa Valley)","Chardonnay","Grgich Hills"
"1680","Argentina",89,15,"Other","Colomé 2009 Torrontés (Calchaquí Valley)","Torrontés","Colomé"
"1681","US",91,NA,"Washington","Beresan 2006 TomFoolery Red Red (Walla Walla Valley (WA))","Red Blend","Beresan"
"1682","Italy",88,24,"Northeastern Italy","Sturm 2014 Ribolla Gialla (Collio)","Ribolla Gialla","Sturm"
"1683","Israel",86,40,"Judean Hills","Titora 2010 Reserve Cabernet Sauvignon (Judean Hills)","Cabernet Sauvignon","Titora"
"1684","US",84,16,"California","Ledgewood Creek 2007 Three Clone Estate Grown Chardonnay (Suisun Valley)","Chardonnay","Ledgewood Creek"
"1685","Austria",90,29,"Vienna","Hajszan Neumann 2014 Weissleiten Grüner Veltliner (Vienna)","Grüner Veltliner","Hajszan Neumann"
"1686","US",86,50,"California","Trinchero 2007 Central Park West Vineyard Petite Verdot (St. Helena)","Petite Verdot","Trinchero"
"1687","US",86,16,"California","McFadden 2013 Blue Quail Chardonnay (Potter Valley)","Chardonnay","McFadden"
"1688","US",89,40,"Washington","Pomum 2013 Shya Red Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Pomum"
"1689","US",91,125,"California","Hertelendy 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Hertelendy"
"1690","US",91,26,"Oregon","South Stage 2015 Albariño (Rogue Valley)","Albariño","South Stage"
"1691","US",92,38,"California","Bella 2008 Maple Vineyard Zinfandel (Dry Creek Valley)","Zinfandel","Bella"
"1692","Italy",86,16,"Southern Italy","Palamà 2006 Albarossa Red (Salice Salentino)","Red Blend","Palamà"
"1693","US",86,34,"California","Taj 2009 Zinfandel (Dry Creek Valley)","Zinfandel","Taj"
"1694","US",82,12,"California","Vinum 2009 Rosé of Cabernet Sauvignon Rosé (California)","Rosé","Vinum"
"1695","US",86,10,"Washington","Snoqualmie 2014 Chardonnay (Columbia Valley (WA))","Chardonnay","Snoqualmie"
"1696","France",91,40,"Loire Valley","Domaine Vincent Carême 2014 Le Clos  (Vouvray)","Chenin Blanc","Domaine Vincent Carême"
"1697","US",88,30,"Washington","Goose Ridge 2011 Estate Bottled Merlot (Columbia Valley (WA))","Merlot","Goose Ridge"
"1698","Italy",87,12,"Veneto","Progettidivini 2011 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Progettidivini"
"1699","Italy",87,20,"Sicily & Sardinia","Marchesi De Gregorio 2015 Tenute Sirignano Inzolia (Terre Siciliane)","Inzolia","Marchesi De Gregorio"
"1700","Germany",89,70,"Rheingau","Peter Jakob Kühn 2009 Oestrich Doosberg Trocken Riesling (Rheingau)","Riesling","Peter Jakob Kühn"
"1701","US",85,20,"New York","Chateau Lafayette Reneau 2010 Cabernet Sauvignon (Finger Lakes)","Cabernet Sauvignon","Chateau Lafayette Reneau"
"1702","Italy",87,NA,"Central Italy","Castelluccio 2007 Ronco dei Ciliegi Sangiovese (Forlì)","Sangiovese","Castelluccio"
"1703","US",90,22,"Washington","Merriman 2011 Old Vine The Brasher Block Chenin Blanc (Columbia Valley (WA))","Chenin Blanc","Merriman"
"1704","Italy",90,48,"Northeastern Italy","Colterenzio 2009 Formigar Cornell Chardonnay (Alto Adige)","Chardonnay","Colterenzio"
"1705","US",88,45,"California","Cima Collina 2013 Tondre Grapefield Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Cima Collina"
"1706","France",87,13,"Languedoc-Roussillon","Domaines Astruc 2009 Reserve Merlot (Vin de Pays d'Oc)","Merlot","Domaines Astruc"
"1707","France",90,NA,"Bordeaux","Château Bel Air Perponcher 2006  Bordeaux Blanc","Bordeaux-style White Blend","Château Bel Air Perponcher"
"1708","US",84,26,"California","Lucas & Lewellen 2010 Estate Vineyards Syrah (Santa Barbara County)","Syrah","Lucas & Lewellen"
"1709","US",92,60,"California","Provenance Vineyards 2013 Barrel Select Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Provenance Vineyards"
"1710","US",89,48,"California","Trione 2008 Geyserville Ranch Red (Alexander Valley)","Bordeaux-style Red Blend","Trione"
"1711","Spain",91,48,"Northern Spain","Contino 2009 Reserva  (Rioja)","Red Blend","Contino"
"1712","Italy",86,16,"Central Italy","Cantina Altarocca 2014 Arcosesto  (Orvieto Classico Superiore)","White Blend","Cantina Altarocca"
"1713","US",84,19,"Washington","Yellow Hawk Cellar 2004 Sangiovese (Columbia Valley (WA))","Sangiovese","Yellow Hawk Cellar"
"1714","US",93,35,"California","Fortress 2007 Petite Sirah (Red Hills Lake County)","Petite Sirah","Fortress"
"1715","US",82,27,"California","Deerfield Ranch 2004 Cuveé Merlot (North Coast)","Merlot","Deerfield Ranch"
"1716","South Africa",85,11,"Coastal Region","La Capra Presented by Fairview 2014 Chenin Blanc (Coastal Region)","Chenin Blanc","La Capra Presented by Fairview"
"1717","US",87,55,"California","Corley 2004 Proprietary Red Wine Red (Oak Knoll District)","Cabernet Blend","Corley"
"1718","Austria",89,25,"Kremstal","Stift Göttweig 2013 Goettweiger Berg Grüner Veltliner (Kremstal)","Grüner Veltliner","Stift Göttweig"
"1719","Portugal",91,NA,"Douro","Poeira 2010 Pó de Poeira Red (Douro)","Portuguese Red","Poeira"
"1720","France",92,32,"Alsace","Josmeyer 2015 Kottabe Riesling (Alsace)","Riesling","Josmeyer"
"1721","US",84,20,"Virginia","Rosemont 2011 Syrah (Virginia)","Syrah","Rosemont"
"1722","US",88,15,"New York","Lamoreaux Landing 2015 Gewürztraminer (Finger Lakes)","Gewürztraminer","Lamoreaux Landing"
"1723","France",85,10,"Bordeaux","Château Lamothe-Vincent 2012  Bordeaux","Bordeaux-style Red Blend","Château Lamothe-Vincent"
"1724","Italy",91,NA,"Piedmont","Rivetti Massimo 2007 Serraboella Riserva  (Barbaresco)","Nebbiolo","Rivetti Massimo"
"1725","Italy",91,35,"Southern Italy","Tormaresca 2012 Masseria Maime Negroamaro (Salento)","Negroamaro","Tormaresca"
"1726","US",89,60,"California","Ghost Block 2009 Estate Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Ghost Block"
"1727","US",92,29,"California","Kings Carey 2014 Grenache (Santa Ynez Valley)","Grenache","Kings Carey"
"1728","Spain",91,14,"Andalucia","Hidalgo NV Vino Dulce Natural Pedro Ximénez (Jerez)","Pedro Ximénez","Hidalgo"
"1729","France",90,20,"Languedoc-Roussillon","Château du Prieuré des Mourgues 2012 Grande Réserve Red (Saint-Chinian)","Rhône-style Red Blend","Château du Prieuré des Mourgues"
"1730","Argentina",88,23,"Mendoza Province","Viña Cobos 2014 Felino Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Viña Cobos"
"1731","US",88,12,"Washington","Castle Rock 2010 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Castle Rock"
"1732","France",95,450,"Bordeaux","Château Mouton Rothschild 2007  Pauillac","Bordeaux-style Red Blend","Château Mouton Rothschild"
"1733","US",93,60,"California","Lynmar 2005 Quail Hill Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Lynmar"
"1734","US",86,20,"California","Cinnabar 2014 Chardonnay (Monterey)","Chardonnay","Cinnabar"
"1735","Portugal",92,NA,"Port","Quinta do Crasto 2011 Vintage  (Port)","Port","Quinta do Crasto"
"1736","Chile",85,17,"Cachapoal Valley","Rios de Chile 2014 Reserva Merlot (Cachapoal Valley)","Merlot","Rios de Chile"
"1737","France",93,113,"Burgundy","Domaine Faiveley 2014 Les Porêts-Saint-Georges Premier Cru  (Nuits-St.-Georges)","Pinot Noir","Domaine Faiveley"
"1738","US",88,45,"Oregon","2Hawk 2014 Limited Reserve Tempranillo (Southern Oregon)","Tempranillo","2Hawk"
"1739","Australia",90,25,"South Australia","Longview 2007 Yakka Shiraz (Adelaide Hills)","Shiraz","Longview"
"1740","Chile",87,19,"Aconcagua Valley","Arboleda 2009 Syrah (Aconcagua Valley)","Syrah","Arboleda"
"1741","US",93,85,"Washington","Rasa 2012 Principia Reserve Syrah (Walla Walla Valley (WA))","Syrah","Rasa"
"1742","US",91,32,"California","Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley)","Pinot Noir","Friedeman"
"1743","Italy",84,8,"Sicily & Sardinia","Feudi del Pisciotto 2011 Baglio del Sole White (Sicilia)","White Blend","Feudi del Pisciotto"
"1744","Italy",90,22,"Tuscany","Palazzo Vecchio 2011  Vino Nobile di Montepulciano","Red Blend","Palazzo Vecchio"
"1745","Portugal",86,9,"Lisboa","Casa Santos Lima 2015 Lab Rosé (Lisboa)","Rosé","Casa Santos Lima"
"1746","Portugal",82,NA,"Alentejo","Alentex 2004 Red (Alentejo)","Portuguese Red","Alentex"
"1747","US",86,72,"California","Spell 2012 Marimar Estate Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Spell"
"1748","US",85,20,"California","Educated Guess 2011 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Educated Guess"
"1749","US",94,75,"California","Wedell Cellars 2012 Pinot Noir (Sta. Rita Hills)","Pinot Noir","Wedell Cellars"
"1750","Spain",80,24,"Northern Spain","Zudugarai 2015 Hondarrabi Zuri (Getariako Txakolina)","Hondarrabi Zuri","Zudugarai"
"1751","US",88,38,"California","Concannon 2006 Reserve Petite Sirah (Livermore Valley)","Petite Sirah","Concannon"
"1752","Spain",86,13,"Northern Spain","Bodegas Palacio 2006 Glorioso Crianza  (Rioja)","Tempranillo","Bodegas Palacio"
"1753","France",95,95,"Champagne","Henriot 1998 Millésimé Brut  (Champagne)","Champagne Blend","Henriot"
"1754","France",85,NA,"Bordeaux","Château de Bordeneuve 2011  Bordeaux","Bordeaux-style Red Blend","Château de Bordeneuve"
"1755","Argentina",88,19,"Mendoza Province","Ruca Malen 2015 Reserva Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Ruca Malen"
"1756","US",87,24,"California","Brassfield 2012 Eruption Red (High Valley)","Red Blend","Brassfield"
"1757","US",93,39,"California","Black Ridge 2008 Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Black Ridge"
"1758","Chile",84,10,"Curicó Valley","Viña La Fortuna 2006 Culpeo Merlot (Curicó Valley)","Merlot","Viña La Fortuna"
"1759","Chile",91,40,"Casablanca Valley","Matetic 2012 EQ Pinot Noir (Casablanca Valley)","Pinot Noir","Matetic"
"1760","Chile",84,12,"Casablanca Valley","Errazuriz 2009 Estate Chardonnay (Casablanca Valley)","Chardonnay","Errazuriz"
"1761","Italy",88,13,"Tuscany","Falchini 2015 Vigna a Solatio  (Vernaccia di San Gimignano)","Vernaccia","Falchini"
"1762","Argentina",86,12,"Mendoza Province","Cuatro Vacas Gordas 2013 Malbec Made From Organically Grown Grapes Rosé (Mendoza)","Rosé","Cuatro Vacas Gordas"
"1763","US",89,25,"Idaho","Colter's Creek 2014 Ice Wine Riesling (Idaho)","Riesling","Colter's Creek"
"1764","Austria",92,45,"Leithaberg","Nittnaus Anita und Hans 2009 Alte Reben Blaufränkisch (Leithaberg)","Blaufränkisch","Nittnaus Anita und Hans"
"1765",NA,89,34,NA,"Bachelder 2014 Wismer-Parke Vineyard Pinot Noir","Pinot Noir","Bachelder"
"1766","US",94,42,"California","Samsara 2006 Melville Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Samsara"
"1767","France",92,NA,"Beaujolais","Jean-Pierre Large 2015 Les Délys  (Morgon)","Gamay","Jean-Pierre Large"
"1768","US",88,39,"Washington","Dusted Valley 2011 Stone Tree Vineyard Mourvèdre (Wahluke Slope)","Mourvèdre","Dusted Valley"
"1769","France",84,NA,"Bordeaux","Château Fleur de Plaisance 2011  Côtes de Bourg","Bordeaux-style Red Blend","Château Fleur de Plaisance"
"1770","Chile",84,30,"Casablanca Valley","Ritual 2015 Supertuga Block Chardonnay (Casablanca Valley)","Chardonnay","Ritual"
"1771","US",90,45,"California","Gustafson Family 2007 Watchtower Vineyard Estate Cabernet Sauvignon (Dry Creek Valley)","Cabernet Sauvignon","Gustafson Family"
"1772","US",86,10,"California","The Archivist 2015 Rosé (Lodi)","Rosé","The Archivist"
"1773","US",89,11,"New York","Fox Run 2013 Doyle Family Vineyard Chardonnay (Finger Lakes)","Chardonnay","Fox Run"
"1774","US",88,20,"California","Boeger 2015 Pinot Grande Pinot Noir (El Dorado)","Pinot Noir","Boeger"
"1775","Italy",88,40,"Lombardy","Zenato 2014 Riserva Sergio Zenato  (Lugana)","Turbiana","Zenato"
"1776","US",88,30,"California","Calstar Cellars 2013 Pinot Noir (Sonoma Coast)","Pinot Noir","Calstar Cellars"
"1777","France",89,NA,"Bordeaux","Château Coutet Saint-Emilion 2004  Saint-Émilion","Bordeaux-style Red Blend","Château Coutet Saint-Emilion"
"1778","US",91,28,"California","Asuncion Ridge 2016 Viognier (Paso Robles)","Viognier","Asuncion Ridge"
"1779","US",86,25,"California","Landmark 2011 Overlook Chardonnay (Sonoma County)","Chardonnay","Landmark"
"1780","Italy",88,40,"Tuscany","Viticcio 2011 Beatrice Gran Selezione  (Chianti Classico)","Red Blend","Viticcio"
"1781","France",90,69,"Burgundy","Louis Jadot 2014  Gevrey-Chambertin","Pinot Noir","Louis Jadot"
"1782","US",88,16,"California","Caricature 2014 Chardonnay (Lodi)","Chardonnay","Caricature"
"1783","France",88,35,"Loire Valley","Domaine Masson-Blondelet 2014  Pouilly-Fumé","Sauvignon Blanc","Domaine Masson-Blondelet"
"1784","Chile",90,25,"Casablanca Valley","Concha y Toro 2008 Terrunyo El Triángulo Vineyard Block: 28 Sauvignon Blanc (Casablanca Valley)","Sauvignon Blanc","Concha y Toro"
"1785","Italy",89,50,"Southern Italy","DeLucia Vineyards 2005 Murellaia Aglianico (Sannio)","Aglianico","DeLucia Vineyards"
"1786","Spain",85,22,"Galicia","Rectoral do Umia 2013 Albariño (Rías Baixas)","Albariño","Rectoral do Umia"
"1787","Italy",88,25,"Sicily & Sardinia","Tenuta Monte Gorna 2012 Rosso  (Etna)","Red Blend","Tenuta Monte Gorna"
"1788","France",90,69,"Champagne","Devaux NV Cuvée D Rosé  (Champagne)","Champagne Blend","Devaux"
"1789","Spain",84,12,"Northern Spain","Navardia 2014 Organic White (Rioja)","White Blend","Navardia"
"1790","Argentina",83,20,"Other","Familia Schroeder 2007 Saurus Patagonia Select Merlot (Neuquén)","Merlot","Familia Schroeder"
"1791","US",90,15,"California","Noble Vines 2013 337 Cabernet Sauvignon (Lodi)","Cabernet Sauvignon","Noble Vines"
"1792","France",87,NA,"Alsace","Dopff Au Moulin 2012 Réserve Pinot Gris (Alsace)","Pinot Gris","Dopff Au Moulin"
"1793","Chile",83,16,"Maule Valley","Kunza 2012 Reserve Carmenère (Maule Valley)","Carmenère","Kunza"
"1794","US",86,30,"Oregon","Plaisance Ranch 2014 Malbec (Applegate Valley)","Malbec","Plaisance Ranch"
"1795","France",90,NA,"Burgundy","Henri de Villamont 2015  Meursault","Chardonnay","Henri de Villamont"
"1796","US",90,35,"California","Mounts 2015 Estate Grown Picpoul (Dry Creek Valley)","Picpoul","Mounts"
"1797","Italy",90,33,"Tuscany","Le Potazzine 2014  Rosso di Montalcino","Sangiovese","Le Potazzine"
"1798","US",93,30,"California","Bargetto 2013 Regan Vineyards Reserve Chardonnay (Santa Cruz Mountains)","Chardonnay","Bargetto"
"1799","US",86,49,"California","Honor Winery 2010 Red (North Coast)","Rhône-style Red Blend","Honor Winery"
"1800","US",86,22,"California","Oak Farm 2016 Chardonnay (Lodi)","Chardonnay","Oak Farm"
"1801","US",88,50,"California","Fritz 2009 Reserve Chardonnay (Russian River Valley)","Chardonnay","Fritz"
"1802","Italy",85,NA,"Northeastern Italy","Esperto 2009 Pinot Grigio (Delle Venezie)","Pinot Grigio","Esperto"
"1803","US",90,22,"California","Twenty Bench 2010 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Twenty Bench"
"1804","US",87,30,"California","Coturri Winery 2007 Testa Vineyards Charbono (Mendocino County)","Charbono","Coturri Winery"
"1805","US",82,16,"California","Crystal Valley Cellars 2001 Pinot Noir (California)","Pinot Noir","Crystal Valley Cellars"
"1806","Argentina",88,12,"Mendoza Province","Sur de los Andes 2010 Bonarda (Mendoza)","Bonarda","Sur de los Andes"
"1807","US",90,35,"California","Falcone 2010 Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Falcone"
"1808","US",87,19,"California","Black Stallion 2015 Chardonnay (Napa Valley)","Chardonnay","Black Stallion"
"1809","Portugal",88,13,"Alentejano","Encostas de Estremoz 2016 Quinta da Esperança Red (Alentejano)","Portuguese Red","Encostas de Estremoz"
"1810","US",85,20,"California","Buena Vista 2011 The Count Founder's Red (Sonoma County)","Red Blend","Buena Vista"
"1811","US",88,18,"California","Oberon 2014 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Oberon"
"1812","US",96,60,"Washington","K Vintners 2010 The Creator Old Stones Cabernet Sauvignon-Syrah (Walla Walla Valley (WA))","Cabernet Sauvignon-Syrah","K Vintners"
"1813","US",89,32,"California","Oak Farm 2014 Cemetery Vineyard Indigenous Zinfandel (Lodi)","Zinfandel","Oak Farm"
"1814","US",87,20,"California","Handley 2009 Chardonnay (Anderson Valley)","Chardonnay","Handley"
"1815","US",85,12,"California","Gnarly Head 2015 Pinot Noir (California)","Pinot Noir","Gnarly Head"
"1816","US",91,35,"California","Beauregard 2012 Regan Vineyard Pinot Gris (Santa Cruz Mountains)","Pinot Gris","Beauregard"
"1817","US",93,60,"Washington","Rasa 2009 Occam's Razor Block Ten Syrah (Walla Walla Valley (WA))","Syrah","Rasa"
"1818","Argentina",86,15,"Mendoza Province","Cruz Alta 2008 Reserve Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Cruz Alta"
"1819","Austria",90,13,"Kremstal","Forstreiter 2015 Neuberg Grüner Veltliner (Kremstal)","Grüner Veltliner","Forstreiter"
"1820","Italy",87,23,"Sicily & Sardinia","Spadafora 2013 Don Pietro White (Terre Siciliane)","White Blend","Spadafora"
"1821","South Africa",86,19,"Western Cape","David Frost 2014 Pinotage (Western Cape)","Pinotage","David Frost"
