"","country","points","price","province","title","variety","winery"
"1537","Italy",94,48,"Piedmont","Sottimano 2012  Barbaresco","Nebbiolo","Sottimano"
"1538","US",86,20,"California","LVVR NV Blanc de Blancs Sparkling (Lodi)","Sparkling Blend","LVVR"
"1539","US",87,15,"California","Rail2Rail 2014 Old Vine Zinfandel (Lodi)","Zinfandel","Rail2Rail"
"1540","Chile",85,11,"Curicó Valley","Aresti 2009 Estate Selection Gewürztraminer (Curicó Valley)","Gewürztraminer","Aresti"
"1541","US",91,90,"California","Covenant 2011 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Covenant"
"1542","US",86,27,"California","Cosa Obra 2012 Pinot Noir (Sonoma County)","Pinot Noir","Cosa Obra"
"1543","US",87,24,"California","Kiamie 2007 White Kuvée White (Paso Robles)","Rhône-style White Blend","Kiamie"
"1544","Germany",89,22,"Mosel","Willi Haag 2014 Brauneberger Juffer Kabinett Grosse Lage Riesling (Mosel)","Riesling","Willi Haag"
"1545","Italy",88,NA,"Tuscany","Vecchia Cantina di Montepulciano 2009 Incanto  (Vino Nobile di Montepulciano)","Prugnolo Gentile","Vecchia Cantina di Montepulciano"
"1546","Chile",86,12,"Casablanca Valley","Errazuriz 2010 Estate Reserva Chardonnay (Casablanca Valley)","Chardonnay","Errazuriz"
"1547","US",90,25,"California","Joyce 2013 Chardonnay (Santa Lucia Highlands)","Chardonnay","Joyce"
"1548","France",87,28,"Loire Valley","Gitton Père et Fils 2014 Les Crilles  (Sancerre)","Sauvignon Blanc","Gitton Père et Fils"
"1549","France",95,300,"Burgundy","Domaine Jayer-Gilles 2006 Echézeaux du Dessus  (Echézeaux)","Pinot Noir","Domaine Jayer-Gilles"
"1550","US",91,28,"California","Standing Sun 2011 G-S-M (Santa Barbara County)","G-S-M","Standing Sun"
"1551","Chile",82,11,"Casablanca Valley","Apaltagua 2010 Reserva Unoaked Chardonnay (Casablanca Valley)","Chardonnay","Apaltagua"
"1552","US",89,32,"California","Scott Family 2013 Dijon Clone Pinot Noir (Arroyo Seco)","Pinot Noir","Scott Family"
"1553","US",83,11,"California","McManis 2011 Viognier (California)","Viognier","McManis"
"1554","US",86,16,"California","Lander-Jenkins 2012 Cabernet Sauvignon (California)","Cabernet Sauvignon","Lander-Jenkins"
"1555","Italy",91,21,"Tuscany","Volpaia 2013  Chianti Classico","Red Blend","Volpaia"
"1556","Italy",87,24,"Northeastern Italy","Poggiobello 2014 Pinot Grigio (Friuli Colli Orientali)","Pinot Grigio","Poggiobello"
"1557","US",89,70,"California","Ferrari-Carano 2014 PreVail West Face Cabernet Sauvignon-Syrah (Alexander Valley)","Cabernet Sauvignon-Syrah","Ferrari-Carano"
"1558","US",85,18,"California","Folie à Deux 2014 Limited Release Unoaked Chardonnay (Sonoma Valley)","Chardonnay","Folie à Deux"
"1559","Austria",90,24,"Leithaberg","Esterházy 2014 Chardonnay (Leithaberg)","Chardonnay","Esterházy"
"1560","Argentina",90,55,"Mendoza Province","Bodega Catena Zapata 2011 Catena Alta Historic Rows Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Bodega Catena Zapata"
"1561","US",91,52,"California","Pride Mountain 2015 Vintner Select Cuvée Chardonnay (Sonoma County)","Chardonnay","Pride Mountain"
"1562","US",90,30,"California","Rutherford Hill 2012 Merlot (Napa Valley)","Merlot","Rutherford Hill"
"1563","US",87,26,"Oregon","RoxyAnn 2012 Chardonnay (Rogue Valley)","Chardonnay","RoxyAnn"
"1564","Argentina",92,28,"Mendoza Province","Bodega Rolland 2011 Mariflor Michel Rolland Malbec (Mendoza)","Malbec","Bodega Rolland"
"1565","France",87,25,"Southwest France","Château Lagrézette 2014 Le Rosé de Julie Rosé (Côtes du Lot)","Rosé","Château Lagrézette"
"1566","France",92,62,"Alsace","Emile Beyer 2014 Eichberg Grand Cru Riesling (Alsace)","Riesling","Emile Beyer"
"1567","Italy",86,11,"Italy Other","Stemmari NV Baci Vivaci Grillo (Vino Spumante)","Grillo","Stemmari"
"1568","US",92,40,"California","J. Lohr 2009 Carol's Vineyard Cabernet Sauvignon (St. Helena)","Cabernet Sauvignon","J. Lohr"
"1569","Italy",91,57,"Veneto","Montresor 2008 Capitel della Crosara  (Amarone della Valpolicella Classico)","Corvina, Rondinella, Molinara","Montresor"
"1570","US",90,12,"California","Ugly Duckling 2009 Cabernet Sauvignon (California)","Cabernet Sauvignon","Ugly Duckling"
"1571","US",89,75,"California","David Girard 2010 Okei-San Syrah (El Dorado)","Syrah","David Girard"
"1572","US",85,39,"California","Sawyer 2005 Estate Merlot (Rutherford)","Merlot","Sawyer"
"1573","US",94,50,"California","Lucienne 2015 Smith Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Lucienne"
"1574","US",84,29,"California","Andretti 2008 Pinot Grigio (Napa Valley)","Pinot Grigio","Andretti"
"1575","US",91,35,"California","J. Lohr 2013 Fog's Reach Pinot Noir (Arroyo Seco)","Pinot Noir","J. Lohr"
"1576","France",93,50,"Burgundy","Domaines Devillard 2015 Château de Chamirey Champs Martin Premier Cru  (Mercurey)","Pinot Noir","Domaines Devillard"
"1577","Italy",93,90,"Tuscany","Castello del Terriccio 1998 Lupicaia Cabernet Sauvignon (Toscana)","Cabernet Sauvignon","Castello del Terriccio"
"1578","Australia",91,20,"South Australia","Kilikanoon 2013 Killerman's Run Cabernet Sauvignon (Clare Valley)","Cabernet Sauvignon","Kilikanoon"
"1579","US",90,21,"California","Pessagno 2012 Central Avenue Vineyard Pinot Noir (Monterey County)","Pinot Noir","Pessagno"
"1580","US",89,25,"Washington","Saviah 2014 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA))","Chardonnay","Saviah"
"1581","Italy",90,NA,"Piedmont","Carlo Giacosa 2012 Montefico  (Barbaresco)","Nebbiolo","Carlo Giacosa"
"1582","US",91,80,"California","Clos du Val 2008 Cabernet Sauvignon (Stags Leap District)","Cabernet Sauvignon","Clos du Val"
"1583","Italy",94,75,"Tuscany","San Polo 2006  Brunello di Montalcino","Sangiovese Grosso","San Polo"
"1584","France",86,30,"Burgundy","L. Tramier & Fils 2015 Laurent Dufouleur Cuvée Eléonore  (Bourgogne)","Chardonnay","L. Tramier & Fils"
"1585","France",86,18,"Provence","Domaine de la Sanglière 2012 Breezette Rosé (Côtes de Provence)","Rosé","Domaine de la Sanglière"
"1586","US",84,17,"New York","Swedish Hill 2012 Reserve Chardonnay (Finger Lakes)","Chardonnay","Swedish Hill"
"1587","Turkey",87,15,"Turkey","Turasan 2014 Emir (Turkey)","Emir","Turasan"
"1588","France",93,359,"Burgundy","Louis Latour 2009 Charmes Chambertin  (Charmes-Chambertin)","Pinot Noir","Louis Latour"
"1589","Spain",89,14,"Northern Spain","Matarromera 2009 Melior  (Ribera del Duero)","Tempranillo","Matarromera"
"1590","US",85,9,"Washington","Chateau Ste. Michelle 2011 Dry Riesling (Columbia Valley (WA))","Riesling","Chateau Ste. Michelle"
"1591","US",91,20,"California","Robert Hall 2013 Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Robert Hall"
"1592","Italy",88,25,"Tuscany","Setriolo 2011  Chianti Classico","Red Blend","Setriolo"
"1593","France",86,10,"Bordeaux","Château de Bergun 2015 Rosé (Bordeaux Rosé)","Rosé","Château de Bergun"
"1594","Italy",88,19,"Piedmont","Malvirà 2012  Roero","Arneis","Malvirà"
"1595","Spain",83,10,"Spain Other","Bodegas Alanís NV Taurus Enamorado Mencía (Spain)","Mencía","Bodegas Alanís"
"1596","Italy",89,NA,"Southern Italy","Villa Matilde 2015 Rocca dei Leoni Falanghina (Roccamonfina)","Falanghina","Villa Matilde"
"1597","Italy",87,NA,"Veneto","Malibràn 2012 Ruio Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Malibràn"
"1598","France",95,60,"Southwest France","Clos Troteligotte 2011 K-2 Malbec (Cahors)","Malbec","Clos Troteligotte"
"1599","Moldova",89,39,"Moldova","Equinox Estate 2012 5 Elemente Red (Moldova)","Red Blend","Equinox Estate"
"1600","France",90,NA,"Bordeaux","Château Citran 2010 Barrel sample  (Haut-Médoc)","Bordeaux-style Red Blend","Château Citran"
"1601","US",91,36,"California","Stuhlmuller Vineyards 2005 Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Stuhlmuller Vineyards"
"1602","Portugal",90,22,"Alentejano","Herdade do Esporão 2015 4 Quatro Castas Red (Alentejano)","Portuguese Red","Herdade do Esporão"
"1603","Italy",88,20,"Tuscany","Villa Vignamaggio 2010 Gherardino  (Chianti Classico)","Sangiovese","Villa Vignamaggio"
"1604","US",88,24,"Oregon","Phelps Creek 2006 Celilo Vineyard Merlot (Columbia Gorge (OR))","Merlot","Phelps Creek"
"1605","Spain",86,11,"Catalonia","Vicente Gandia NV Hoya de Cadenas Brut Sparkling (Cava)","Sparkling Blend","Vicente Gandia"
"1606","France",89,35,"Southwest France","Producteurs Plaimont 2004 Plénitude Tannat (Madiran)","Tannat","Producteurs Plaimont"
"1607","US",87,45,"California","Loma Prieta 2009 Amorosa Vineyard Pinotage (Lodi)","Pinotage","Loma Prieta"
"1608","France",89,50,"Champagne","Pommery NV Pop Extra Dry  (Champagne)","Champagne Blend","Pommery"
"1609","Italy",87,15,"Tuscany","Poggiotondo 2015  Chianti","Red Blend","Poggiotondo"
"1610","US",87,30,"California","Sebastiani 2009 Pinot Noir (Russian River Valley)","Pinot Noir","Sebastiani"
"1611","US",89,40,"New York","Bedell 2011 Cabernet Franc (North Fork of Long Island)","Cabernet Franc","Bedell"
"1612","Chile",86,20,"Casablanca Valley","Cono Sur 2014 Single Vineyard Block no.5 Quebrada Alta Chardonnay (Casablanca Valley)","Chardonnay","Cono Sur"
"1613","Italy",87,30,"Tuscany","Vini Italiani da Sogno 2008 Carillon  (Rosso di Montalcino)","Sangiovese Grosso","Vini Italiani da Sogno"
"1614","US",89,30,"California","Di Arie 2012 Estate Grown & Bottled Syrah (Sierra Foothills)","Syrah","Di Arie"
"1615","Argentina",87,22,"Mendoza Province","Luigi Bosca 2012 Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Luigi Bosca"
"1616","US",91,50,"California","Kenefick Ranch 2010 Pickett Road Red Red (Calistoga)","Bordeaux-style Red Blend","Kenefick Ranch"
"1617","US",90,30,"California","La Crema 2015 Chardonnay (Russian River Valley)","Chardonnay","La Crema"
"1618","Portugal",84,NA,"Alentejano","Dona Maria-Júlio Bastos 2014 Dona Maria Branco White (Alentejano)","Portuguese White","Dona Maria-Júlio Bastos"
"1619","Italy",90,65,"Tuscany","La Fornace 2012  Brunello di Montalcino","Sangiovese","La Fornace"
"1620","US",85,14,"Oregon","Oak Knoll 2014 Müller-Thurgau (Willamette Valley)","Müller-Thurgau","Oak Knoll"
"1621","France",86,NA,"Burgundy","Domaine Laroche 2011 Saint-Martin  (Chablis)","Chardonnay","Domaine Laroche"
"1622","US",87,35,"California","Ampelos 2008 Delta Grenache (Sta. Rita Hills)","Grenache","Ampelos"
"1623","US",95,39,"California","Testarossa 2010 Rincon Vineyard Chardonnay (Arroyo Grande Valley)","Chardonnay","Testarossa"
"1624","US",87,28,"Virginia","Trump 2008 New World Red (Monticello)","Bordeaux-style Red Blend","Trump"
"1625","Italy",89,115,"Piedmont","Pio Cesare 2011 Il Bricco  (Barbaresco)","Nebbiolo","Pio Cesare"
"1626","US",82,24,"Oregon","Bradley 2013 Pinot Noir (Elkton Oregon)","Pinot Noir","Bradley"
"1627","Italy",86,18,"Central Italy","Umani Ronchi 2014 Jorio  (Montepulciano d'Abruzzo)","Montepulciano","Umani Ronchi"
"1628","Germany",93,43,"Rheinhessen","Thörle 2013 Saulheimer Probstey Trocken Riesling (Rheinhessen)","Riesling","Thörle"
"1629","US",87,13,"New York","Lamoreaux Landing 2013 Chardonnay (Finger Lakes)","Chardonnay","Lamoreaux Landing"
"1630","Argentina",84,10,"Mendoza Province","Santa Julia 2007 Organica Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Santa Julia"
"1631","US",90,55,"Washington","J. Bookwalter 2011 Protagonist Red (Columbia Valley (WA))","Red Blend","J. Bookwalter"
"1632","France",88,19,"Languedoc-Roussillon","Hecht & Bannier 2008 Red (Minervois)","Rhône-style Red Blend","Hecht & Bannier"
"1633","Chile",82,12,"Curicó Valley","Junta 2013 Reserve Carmenère (Curicó Valley)","Carmenère","Junta"
"1634","US",86,35,"California","Rotta 2013 Syrah (San Luis Obispo County)","Syrah","Rotta"
"1635","France",93,128,"Burgundy","Jean-Luc and Paul Aegerter 2014 Les Champgains Premier Cru  (Puligny-Montrachet)","Chardonnay","Jean-Luc and Paul Aegerter"
"1636","Austria",88,37,"Kamptal","Leindl 2015 Reserve Grüner Veltliner (Kamptal)","Grüner Veltliner","Leindl"
"1637","Portugal",85,8,"Vinho Verde","Caves Aliança 2012 White (Vinho Verde)","Portuguese White","Caves Aliança"
"1638","US",85,10,"California","Pepi 2014 Sauvignon Blanc (California)","Sauvignon Blanc","Pepi"
"1639","Austria",90,30,"Kamptal","Laurenz V. 2010 Charming Grüner Veltliner (Kamptal)","Grüner Veltliner","Laurenz V."
"1640","US",86,16,"California","Claiborne & Churchill 2012 Edelzwicker (Central Coast)","Edelzwicker","Claiborne & Churchill"
"1641","US",88,17,"New York","Goose Watch 2012 Lemberger (Finger Lakes)","Lemberger","Goose Watch"
"1642","Argentina",86,17,"Other","Verum 2014 Chardonnay (Alto Valle del Río Negro)","Chardonnay","Verum"
"1643","Italy",91,69,"Piedmont","Barale Fratelli 2007 Bussia  (Barolo)","Nebbiolo","Barale Fratelli"
"1644","Italy",93,67,"Piedmont","Brezza 2011 Sarmassa  (Barolo)","Nebbiolo","Brezza"
"1645","US",88,15,"California","Archgate Cellars 2014 Reserve Bottling Zinfandel (Lodi)","Zinfandel","Archgate Cellars"
"1646","Italy",87,17,"Sicily & Sardinia","Feudo Principi di Butera 2015 Syrah (Sicilia)","Syrah","Feudo Principi di Butera"
"1647","US",86,20,"California","Baehner Fournier 2012 Vogelzang Vineyard Sauvignon Blanc (Happy Canyon of Santa Barbara)","Sauvignon Blanc","Baehner Fournier"
"1648","France",84,11,"Southwest France","Domaine Roumagnac 2014 Authentique Rosé (Fronton)","Rosé","Domaine Roumagnac"
"1649","US",81,15,"California","Toccata 2009 Rosato Rosé (Santa Barbara County)","Rosé","Toccata"
"1650","Austria",87,20,"Burgenland","Judith Beck 2008 Zweigelt (Burgenland)","Zweigelt","Judith Beck"
"1651","Italy",88,13,"Northeastern Italy","La Vis 2009 Intaglio Red (Trentino)","Red Blend","La Vis"
"1652","France",92,NA,"Champagne","Bollinger 2003 2003 by Bollinger Brut  (Champagne)","Champagne Blend","Bollinger"
"1653","US",90,39,"California","Tofanelli Family 2012 Estate Charbono (Napa Valley)","Charbono","Tofanelli Family"
"1654","US",87,42,"Virginia","The Williamsburg Winery 2015 Limited Release Malbec (Virginia)","Malbec","The Williamsburg Winery"
"1655","Italy",84,12,"Central Italy","Fattoria Giuseppe Savini 2010 Rondineto Pinot Nero (Colli Aprutini)","Pinot Nero","Fattoria Giuseppe Savini"
"1656","Italy",86,23,"Central Italy","Castello di Luzzano 2012 Malvasia Frizzante Sfacciata Malvasia di Candia (Colli Piacentini)","Malvasia di Candia","Castello di Luzzano"
"1657","France",87,25,"Rhône Valley","Clerget 2008 Red (Châteauneuf-du-Pape)","Rhône-style Red Blend","Clerget"
"1658","US",88,23,"Oregon","Maysara 2013 Momtazi Vineyard Pinot Gris (McMinnville)","Pinot Gris","Maysara"
"1659","US",88,32,"Washington","Robert Karl 2013 Cabernet Sauvignon (Horse Heaven Hills)","Cabernet Sauvignon","Robert Karl"
"1660","US",88,25,"California","Rancho Sisquoc 2006 Flood Family Vineyards Syrah (Santa Barbara County)","Syrah","Rancho Sisquoc"
"1661","US",91,18,"New York","Silver Thread 2014 Semi Dry Riesling (Finger Lakes)","Riesling","Silver Thread"
"1662","Chile",90,150,"Maipo Valley","Concha y Toro 2009 Gravas del Maipo Syrah (Maipo Valley)","Syrah","Concha y Toro"
"1663","US",92,55,"Oregon","King Estate 2013 Antiquum Vineyards Pinot Noir (Willamette Valley)","Pinot Noir","King Estate"
"1664","US",84,14,"New York","Thousand Islands Winery 2010 Gewürztraminer (New York)","Gewürztraminer","Thousand Islands Winery"
"1665","US",88,29,"Oregon","Torii Mor 2006 Pinot Noir (Oregon)","Pinot Noir","Torii Mor"
"1666","Turkey",88,20,"Thrace","Chamlija 2014 Papaskarasi (Thrace)","Papaskarasi","Chamlija"
"1667","New Zealand",85,19,"Marlborough","Forrest Estate 2007 Pinot Gris (Marlborough)","Pinot Gris","Forrest Estate"
"1668","Italy",88,30,"Tuscany","Palagetto 2004 Riserva  (Vernaccia di San Gimignano)","Vernaccia","Palagetto"
"1669","US",92,50,"California","Waxwing 2015 Halcon Vineyard Syrah (Yorkville Highlands)","Syrah","Waxwing"
"1670","US",93,85,"California","Black Kite 2013 Angel Hawk Pinot Noir (Anderson Valley)","Pinot Noir","Black Kite"
"1671","Austria",91,13,"Niederösterreich","Türk 2016 Kremser Weinberge Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Türk"
"1672","Argentina",89,20,"Other","Verum 2013 Pinot Noir (Alto Valle del Río Negro)","Pinot Noir","Verum"
"1673","France",85,11,"Rhône Valley","Oraison 2009 Red (Côtes du Rhône)","Rhône-style Red Blend","Oraison"
"1674","France",85,30,"Bordeaux","Château Sémeillan Mazeau 2014  Listrac-Médoc","Bordeaux-style Red Blend","Château Sémeillan Mazeau"
"1675","US",90,38,"California","Lost Canyon 2008 Trenton Station Vineyard Syrah (Russian River Valley)","Syrah","Lost Canyon"
"1676","US",94,135,"California","Von Strasser 2012 Reserve Red (Diamond Mountain District)","Bordeaux-style Red Blend","Von Strasser"
"1677","US",89,45,"Washington","Seven Hills 2009 Klipsun Vineyard Cabernet Sauvignon (Red Mountain)","Cabernet Sauvignon","Seven Hills"
"1678","US",90,32,"California","Melée 2010 Grenache (California)","Grenache","Melée"
"1679","US",92,65,"California","Vitesse 2012 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Vitesse"
"1680","US",90,37,"New York","Sparkling Pointe NV Topaz Impérial Rosé  (North Fork of Long Island)","Champagne Blend","Sparkling Pointe"
"1681","Italy",84,15,"Central Italy","Venturini Baldini 2012 Malvasia (Emilia)","Malvasia","Venturini Baldini"
"1682","Italy",88,23,"Sicily & Sardinia","Argiolas 2011 Is Argiolas  (Vermentino di Sardegna)","Vermentino","Argiolas"
"1683","France",89,16,"Loire Valley","Domaine Damien Lorieux 2014 Tuffeaux Cabernet Franc (Bourgueil)","Cabernet Franc","Domaine Damien Lorieux"
"1684","Italy",85,9,"Tuscany","Piccini 2010  Chianti","Sangiovese","Piccini"
"1685","Italy",88,12,"Sicily & Sardinia","Sella & Mosca 1999 Le Arenarie Sauvignon Blanc (Sardinia)","Sauvignon Blanc","Sella & Mosca"
"1686","Spain",86,12,"Northern Spain","Campo Viejo 2010  Rioja","Tempranillo","Campo Viejo"
"1687","US",82,50,"California","Stuart Cellars 2006 Long Valley Red Limited Estate Reserve Meritage (Temecula Valley)","Meritage","Stuart Cellars"
"1688","France",91,30,"Burgundy","Christophe Cordier 2014 En Faux  (Saint-Véran)","Chardonnay","Christophe Cordier"
"1689","US",87,39,"Washington","Three Rivers 2013 Syrah (Walla Walla Valley (WA))","Syrah","Three Rivers"
"1690","Spain",87,13,"Galicia","Nora 2011 Albariño (Rías Baixas)","Albariño","Nora"
"1691","US",91,48,"California","Lancaster 2013 Sophia's Hillside Cuvée Red (Alexander Valley)","Bordeaux-style Red Blend","Lancaster"
"1692","Australia",88,14,"Victoria","Innocent Bystander 2016 Moscato Rosé Sparkling (Victoria)","Sparkling Blend","Innocent Bystander"
"1693","Argentina",88,17,"Other","Piattelli 2014 Premium Reserve Torrontés (Cafayate)","Torrontés","Piattelli"
"1694","Italy",88,42,"Veneto","Domenico Fraccaroli 2008 Grotta del Ninfeo  (Amarone della Valpolicella)","Red Blend","Domenico Fraccaroli"
"1695","US",87,25,"California","Spottswoode 2000 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Spottswoode"
"1696","Italy",92,60,"Piedmont","Francesco Rinaldi 2012 Brunate  (Barolo)","Nebbiolo","Francesco Rinaldi"
"1697","US",93,46,"California","Dilecta 2013 Match G-S-M (Paso Robles)","G-S-M","Dilecta"
"1698","Italy",86,11,"Piedmont","Araldica 2015 Castelvero Alasia  (Barbera d'Asti Superiore)","Barbera","Araldica"
"1699","Italy",86,24,"Tuscany","Castello di Poppiano 2014 Toscoforte Red (Toscana)","Red Blend","Castello di Poppiano"
"1700","US",87,28,"California","Riverbench 2012 Estate Pinot Noir (Santa Maria Valley)","Pinot Noir","Riverbench"
"1701","Italy",84,12,"Tuscany","Tiamo 2009  Chianti","Sangiovese","Tiamo"
"1702","France",87,33,"France Other","Stephane Tissot 2011 Singulier Trousseau (Arbois)","Trousseau","Stephane Tissot"
"1703","US",83,12,"California","Mirassou 2006 Merlot (California)","Merlot","Mirassou"
"1704","South Africa",86,15,"Western Cape","Guardian Peak 2010 Frontier Red (Western Cape)","Red Blend","Guardian Peak"
"1705","South Africa",89,24,"Swartland","Black Rock 2006 Red Blend Red (Swartland)","Rhône-style Red Blend","Black Rock"
"1706","Italy",92,35,"Sicily & Sardinia","Pietradolce 2015 Archineri Bianco  (Etna)","Carricante","Pietradolce"
"1707","Chile",83,12,"Colchagua Valley","Santa Luz 2014 Reserva Encinos Carmenère (Colchagua Valley)","Carmenère","Santa Luz"
"1708","France",95,60,"Southwest France","Clos Troteligotte 2012 K-2 Malbec (Cahors)","Malbec","Clos Troteligotte"
"1709","US",87,15,"New York","Heron Hill 2015 Semi-Sweet Riesling (Finger Lakes)","Riesling","Heron Hill"
"1710","Spain",84,24,"Northern Spain","Reina de Castilla 2009 Sauvignon (Rueda)","Sauvignon","Reina de Castilla"
"1711","US",92,47,"California","Carlisle 2014 Papera Ranch Zinfandel (Russian River Valley)","Zinfandel","Carlisle"
"1712","US",87,30,"California","Clos La Chance 2005 Estate Cabernet Sauvignon (Central Coast)","Cabernet Sauvignon","Clos La Chance"
"1713","US",85,39,"California","Acacia 2013 Thornton Vineyard Chardonnay (Sonoma Coast)","Chardonnay","Acacia"
"1714","US",88,16,"California","Bonterra 2009 Bartolucci Vineyard Muscat (Lake County)","Muscat","Bonterra"
"1715","Chile",85,11,"Maule Valley","Viña el Aromo 2012 Private Reserve Merlot (Maule Valley)","Merlot","Viña el Aromo"
"1716","US",86,28,"California","Carlotta 2009 AD Red (North Coast)","Red Blend","Carlotta"
"1717","US",85,21,"California","Bodega del Sur 2006 Sangiovese (Amador County)","Sangiovese","Bodega del Sur"
"1718","US",84,7,"California","Barefoot NV Moscato (California)","Moscato","Barefoot"
"1719","Austria",86,NA,"Carnuntum","Glatzer 2011 Sauvignon Blanc (Carnuntum)","Sauvignon Blanc","Glatzer"
"1720","Chile",87,10,"Casablanca Valley","Calina 2009 Reserva Chardonnay (Casablanca Valley)","Chardonnay","Calina"
"1721","Italy",92,75,"Sicily & Sardinia","Benanti 2012 Serra della Contessa  (Etna)","Red Blend","Benanti"
"1722","US",89,17,"California","Chelsea Goldschmidt 2011 Merlot (Alexander Valley)","Merlot","Chelsea Goldschmidt"
"1723","Italy",87,38,"Sicily & Sardinia","Tasca d'Almerita 2005 Camastra Red (Sicilia)","Red Blend","Tasca d'Almerita"
"1724","Chile",88,80,"Cachapoal Valley","Altaïr 2009 Red (Cachapoal Valley)","Cabernet Blend","Altaïr"
"1725","France",92,85,"Burgundy","Chanson Père et Fils 2008 Les Clos  (Chablis)","Chardonnay","Chanson Père et Fils"
"1726","Italy",92,49,"Piedmont","Tosti 2007 Cuvée Giulio I Pinot Nero (Alta Langa)","Pinot Nero","Tosti"
"1727","US",88,18,"California","Terra d'Oro 2014 Barbera (Amador County)","Barbera","Terra d'Oro"
"1728","Canada",88,15,"Ontario","Cave Spring 2014 Riesling (Niagara Peninsula)","Riesling","Cave Spring"
"1729","US",95,120,"California","Schramsberg 2007 J. Schram Sparkling (North Coast)","Sparkling Blend","Schramsberg"
"1730","Portugal",83,7,"Alentejo","Red Fox 2004 Red (Alentejo)","Portuguese Red","Red Fox"
"1731","US",91,18,"California","Greenwood Ridge 2008 Sauvignon Blanc (Anderson Valley)","Sauvignon Blanc","Greenwood Ridge"
"1732","Austria",91,31,"Wiener Gemischter Satz","Hajszan Neumann 2016 White (Wiener Gemischter Satz)","Austrian white blend","Hajszan Neumann"
"1733","France",88,24,"Burgundy","Florent Descombe 2014  Pouilly-Fuissé","Chardonnay","Florent Descombe"
"1734","Germany",88,16,"Nahe","Paul Anheuser 2012 Schlossböckelheimer Königsfels Kabinett Riesling (Nahe)","Riesling","Paul Anheuser"
"1735","US",88,23,"Oregon","Machine Breaker 2014 We The People Pinot Noir (Willamette Valley)","Pinot Noir","Machine Breaker"
"1736","Austria",88,12,"Wagram","Eschenhof Holzer 2015 Altweingarten Grüner Veltliner (Wagram)","Grüner Veltliner","Eschenhof Holzer"
"1737","France",88,80,"Bordeaux","Château Barde Haut 2008 Le Vallon de Barde-Haut  (Saint-Émilion)","Merlot","Château Barde Haut"
"1738","Spain",85,16,"Galicia","Pazos del Rey 2012 Sila Mencía (Monterrei)","Mencía","Pazos del Rey"
"1739","Italy",88,70,"Veneto","Corteforte 2002 XX Anni in Due Secoli  (Amarone della Valpolicella Classico)","Corvina, Rondinella, Molinara","Corteforte"
"1740","US",90,26,"California","Carpe Diem 2014 Chardonnay (Anderson Valley)","Chardonnay","Carpe Diem"
"1741","France",87,38,"Burgundy","Marcel Couturier 2015 Le Clos Reyssie  (Pouilly-Fuissé)","Chardonnay","Marcel Couturier"
"1742","US",85,54,"California","Sojourn 2012 Sangiacomo Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Sojourn"
"1743","Italy",88,20,"Veneto","Bortolomiol 2012 Bandarossa Millesimato Extra Dry  (Prosecco di Valdobbiadene Superiore)","Glera","Bortolomiol"
"1744","Austria",92,NA,"Kamptal","Hiedler 2012 Thal Reserve Grüner Veltliner (Kamptal)","Grüner Veltliner","Hiedler"
"1745","Italy",91,44,"Northeastern Italy","Vie di Romans 2015 Piere Sauvignon (Friuli Isonzo)","Sauvignon","Vie di Romans"
"1746","Australia",91,42,"Victoria","Giant Steps 2013 Sexton Vineyard Pinot Noir (Yarra Valley)","Pinot Noir","Giant Steps"
"1747","France",87,14,"Southwest France","Château Tour des Gendres 2010 Red (Bergerac)","Bordeaux-style Red Blend","Château Tour des Gendres"
"1748","France",88,25,"Bordeaux","Château des Annereaux 2006  Lalande de Pomerol","Bordeaux-style Red Blend","Château des Annereaux"
"1749","US",90,18,"Oregon","Vista Hills 2008 Flagler Estate Pinot Gris (Dundee Hills)","Pinot Gris","Vista Hills"
"1750","Chile",90,26,"Aconcagua Valley","Conde de Velázquez 2006 Condesa Real Red (Aconcagua Valley)","Red Blend","Conde de Velázquez"
"1751","US",94,54,"California","Limerick Lane 2014 1910 Block Estate Grown Zinfandel (Russian River Valley)","Zinfandel","Limerick Lane"
"1752","US",85,15,"Washington","San Juan Vineyards 2012 Les Vignes De Marcoux Riesling (Yakima Valley)","Riesling","San Juan Vineyards"
"1753","Spain",87,8,"Catalonia","Ressò 2016 Old Vines Garnacha Blanca (Catalunya)","Garnacha Blanca","Ressò"
"1754","Italy",88,35,"Sicily & Sardinia","Valle dell'Acate 2006 Bidis White (Sicilia)","White Blend","Valle dell'Acate"
"1755","Italy",91,65,"Piedmont","Francesco Rinaldi 2006 Le Brunate  (Barolo)","Nebbiolo","Francesco Rinaldi"
