IZ,name,YhospResp,EhospResp,employment,income,crime,housing,education,access,no2,pm10
S02001877,Merrylee and Millbrae,100,124.1800132,7.75,8.75,304.3859343,0.122311775,-0.64573675,15.57191379,15.46448,10.0024745
S02001878,Muirend and Old Cathcart,148,177.569636,6.5,7.5,120.4662701,0.117625024,-0.855905447,10.42671007,18.137105,10.2052475
S02001879,Carmunnock North,112,103.6247648,6.5,5.25,156.678408,0.13275524,-0.709624695,9.117257867,12.30385,9.4083835
S02001880,Carmunnock South,193,134.2320474,18,24.75,445.983997,0.145714127,0.605102651,22.00525741,10.818647,9.08361425
S02001881,Glenwood South,357,170.7528602,30.71428571,35.28571429,516.3545195,0.218555772,1.167423855,11.59888679,11.412535,9.40716125
S02001882,Glenwood North,229,131.3102288,26.33333333,32.66666667,704.4579479,0.236069885,1.21207983,16.59091213,12.74807,9.882898
S02001883,Castlemilk,210,167.4796224,21.71428571,26.28571429,272.1319366,0.197174501,0.787350918,3.828569697,13.67102,9.791784
S02001884,Kingspark South,101,131.5178827,9.5,13,249.2474259,0.165312612,0.304885079,11.4898574,15.337655,9.952757
S02001885,Kingspark North,149,142.8975559,7.5,10.33333333,316.4029167,0.133348586,-0.023654495,8.733150336,16.584895,10.756765
S02001886,Cathcart,184,171.2752552,12.33333333,13.33333333,258.170396,0.262724123,-0.249797005,5.476920482,18.137105,10.2052475
S02001887,Mount Florida,126,133.4692439,11.6,14.2,302.4954294,0.216520546,-0.047424312,2.104383164,18.981385,10.5971
S02001888,Toryglen and Oatlands,303,201.1187096,21,26.14285714,644.1015869,0.247493128,0.920730125,14.27465928,19.273565,11.91944
S02001889,Gorbals and Hutchesontown,359,192.1434302,25,29.5,530.0346601,0.272921796,1.025832757,12.02265795,21.175505,12.06449
S02001890,Laurieston and Tradeston,168,128.9352491,18.16666667,20.16666667,1180.417874,0.332180679,0.836735816,13.03321802,22.3620575,12.5408875
S02001891,Calton and Gallowgate,198,115.1887734,17.2,20.4,1202.513574,0.361242595,0.594924666,10.6922594,21.9573625,11.607445
S02001892,Bridgeton,176,112.1609707,22.5,27.5,554.1344257,0.31876994,1.261795244,1.818907205,17.311895,10.89808
S02001893,Dalmarnock,167,108.5096982,34,40,384.1846496,0.284420295,1.351912062,6.746058841,17.311895,10.89808
S02001894,Parkhead West and Barrowfield,423,215.2007561,32.71428571,37,1231.602673,0.323151386,1.690601438,4.372010586,17.75943,10.751575
S02001895,Parkhead East and Braidfauld North,140,97.7004984,20.8,25.8,473.562613,0.294328326,1.334391457,3.59658381,18.095505,10.87373
S02001896,Braidfauld,378,196.1789126,22.875,27.375,506.0867397,0.279699116,1.215506062,6.832010576,16.01160334,10.568652
S02001897,Shettleston South,173,131.9273702,10.8,10.8,211.9342758,0.137075391,-0.037244713,7.515547682,16.13702167,11.406117
S02001898,Carmyle and Mount Vernon South,175,105.3587196,16.25,18.75,197.8113833,0.212775238,0.520408345,15.75322357,16.565105,11.996125
S02001899,Mount Vernon North and Sandyhills,137,142.8269889,6.4,5.8,128.6739143,0.079172156,-0.323603363,21.75089885,15.3144725,10.57120225
S02001900,Baillieston West,186,142.3135055,15.4,18.6,202.736645,0.169378247,0.494962006,19.90585961,17.01459,10.902775
S02001901,Baillieston East,281,195.4698659,11.83333333,14.83333333,245.5290738,0.166784228,0.291608471,19.98981826,15.979399,11.2854176
S02001902,Garrowhill West,167,154.3336623,7,6.333333333,157.6482032,0.133096446,-0.247201364,13.00139782,16.315625,10.877135
S02001903,Garrowhill East and Swinton,129,136.1892682,6,7.4,130.9386193,0.089771572,-0.120117659,25.02090957,16.57933,11.48662
S02001904,Easterhouse East,225,100.4831577,19.8,24.2,390.6114447,0.348750955,1.312310725,25.22972348,13.802215,11.01921
S02001905,Central Easterhouse,199,81.2620146,32.66666667,39.33333333,457.1833143,0.279386118,1.660417255,9.060699323,12.417115,9.8867115
S02001906,"Garthamlock, Auchinlea and Gartloch",196,125.5476661,16.2,22,385.0381215,0.203472764,0.873252252,15.89290319,12.83102667,9.830512415
S02001907,North Barlanark and Easterhouse South,251,103.0749314,31.6,41.2,967.6000714,0.281902286,1.927976406,18.39637293,16.3821025,11.8991025
S02001908,Barlanark,279,149.1176049,22.25,28.875,497.4098396,0.215364569,1.392284754,22.8330105,15.97739833,10.5264345
S02001909,Greenfield,345,200.949315,20.5,23.66666667,419.9548406,0.214615442,0.782601695,5.634296269,16.199975,10.71387
S02001910,Shettleston North,338,161.8584192,28.6,32.8,830.9290669,0.24153708,0.728915506,3.188619358,16.199975,10.71387
S02001911,Tollcross,218,120.6175827,23.8,27.8,580.348971,0.278732804,1.04610464,2.487900835,16.41012,10.58111
S02001912,Old Shettleston and Parkhead North,260,138.0104324,29,34,614.6138252,0.254203764,1.355616458,6.438775592,16.743085,10.512415
S02001913,Carntyne,296,145.7318521,23,24,404.8360824,0.211170444,0.59359575,3.911898468,17.50675,10.7883575
S02001914,"Cranhill, Lightburn and Queenslie South",454,240.0393499,26.11111111,31.66666667,640.379566,0.248005648,1.24741722,13.16247854,16.5231,10.86492
S02001915,Craigend and Ruchazie,358,189.2793191,25.85714286,30.85714286,481.0115535,0.292258753,1.298022904,15.99633394,17.22584,11.809195
S02001916,Riddrie and Hogganfield,311,196.6469277,21.42857143,25.85714286,401.8526735,0.208854116,1.079649855,7.454386393,18.390555,11.89515
S02001917,Blackhill and Barmulloch East,285,156.9286614,22.42857143,26,319.4718034,0.224420617,1.077608601,11.83770035,18.7077,12.25002
S02001918,Robroyston and Millerston,190,184.5394396,6.5,7.625,156.4426152,0.122677385,-0.253918627,27.83698269,15.224176,10.7524471
S02001919,Balornock,267,125.1019145,23.8,26.2,561.6910329,0.21219529,1.01481425,9.404257138,15.6389525,10.3735165
S02001920,Barmulloch,134,102.3281578,21.25,27.5,497.0852042,0.224079769,1.147427586,6.439218105,15.32354,10.4115975
S02001921,Petershill,182,109.8259148,18.8,23.4,521.2508113,0.357510684,1.151110004,10.126476,19.2085825,11.2704
S02001922,Springburn,380,170.2151263,25.4,28,909.8223747,0.232155805,1.051121507,7.769254326,15.954365,10.3354355
S02001923,Springburn East and Cowlairs,194,150.7054362,24.2,30.2,588.5197247,0.25945025,1.103926087,7.753551774,17.75621,10.760355
S02001924,Cowlairs and Port Dundas,253,119.8059877,22.83333333,29.66666667,484.9353493,0.281416573,0.973472398,6.860519939,22.433755,12.041285
S02001925,Sighthill,50,32.9734911,20,27.5,714.3702126,0.433972951,0.599034589,7.138450865,21.244125,12.11318
S02001926,"Roystonhill, Blochairn, and Provanmill",399,182.73805,27.16666667,33.16666667,635.0696115,0.335439802,1.027735721,13.86609466,18.84641,11.524165
S02001927,Dennistoun North,172,118.9111032,9.2,12,324.5710168,0.27563974,0.206310991,1.554022266,22.88178,12.616075
S02001928,Alexandra Parade,157,83.9228169,15.33333333,19.66666667,264.7253121,0.297969814,0.896490169,1.876880484,17.83536,10.957195
S02001929,Carntyne West and Haghill,237,142.192714,24.5,30,785.5666745,0.354315467,1.242281955,6.876317547,18.772915,10.894495
S02001930,Dennistoun,150,105.9297688,11.16666667,15,369.4822825,0.260931966,0.292635902,2.438585843,22.88178,12.616075
S02001931,Gallowgate North and Bellgrove,209,142.1197125,15.2,18.6,545.2936959,0.420246624,0.427187663,9.399715841,20.62871,11.472215
S02001932,City Centre East,248,219.2567213,10.85714286,13.42857143,1293.042637,0.449081965,-0.007151156,14.24088397,25.1599575,12.092695
S02001933,City Centre West,175,123.3561792,10.83333333,13.83333333,1663.235813,0.416459683,0.271479248,5.025349349,24.139915,13.150605
S02001934,City Centre South,69,74.695954,6.5,7.5,8028.123432,0.456148338,0.101993288,13.42025722,31.31323,12.53636
S02001935,Anderston,150,119.7373246,10,14.33333333,283.6307344,0.370068928,0.214208577,2.845652036,25.431065,13.286905
S02001936,Finnieston and Kelvinhaugh,113,171.6629894,7.142857143,9.142857143,539.0967868,0.31911814,-0.02850898,4.06883621,23.887035,11.66869
S02001937,Woodlands,129,155.3528154,6.375,9.25,436.5163093,0.360057625,-0.208046848,4.011530724,21.603785,11.485005
S02001938,Woodside,198,120.0749785,19.75,25,469.9594198,0.335437471,0.457803283,1.905973806,24.139915,13.150605
S02001939,Firhill,211,167.9232215,15,19.375,392.7670092,0.317619744,0.195146648,4.147507139,19.65781,11.21423
S02001940,Keppochhill,226,140.5180823,28.5,32.33333333,799.4772586,0.327037678,1.48886877,7.122187401,18.31266,10.848035
S02001941,Ruchill,247,195.3480361,13.625,17,499.9631053,0.285624671,0.429102611,8.920633386,17.00306,10.587985
S02001942,Possil Park,530,217.4769366,27.71428571,31.57142857,575.2920489,0.240398603,1.250139397,11.51299298,18.7444175,10.69547
S02001943,Milton West,306,147.5192254,28.4,33.4,534.2018709,0.212317629,1.381337146,16.57234949,15.72116,10.2472905
S02001944,Milton East,193,117.4798042,28.4,33,483.5924785,0.229857211,1.611288841,11.75117888,15.262035,10.408447
S02001945,Summerston Central and West,159,135.9858186,15.16666667,17.66666667,298.1507375,0.215042349,0.260906697,28.98401737,12.2727139,9.7781223
S02001946,Summerston North,246,137.4321728,15.25,20,296.638145,0.200813406,0.522876542,17.90839449,14.03733,9.886544
S02001947,Maryhill East,180,111.5682637,24.75,30,387.3590059,0.260941365,1.252783283,21.45542075,15.6491,10.3539035
S02001948,Maryhill West,177,90.5679872,23.75,27.75,589.0760904,0.265640871,1.026539739,15.65492763,15.6491,10.3539035
S02001949,Wyndford,227,128.3863196,35.2,40,935.0393643,0.409938099,1.139525636,9.310966884,16.63695,10.65872
S02001950,Kelvindale,169,203.4612552,3.833333333,4.333333333,135.3417563,0.104505957,-1.244659511,12.20349472,16.63695,10.65872
S02001951,North Kelvin,77,105.8232487,5,5.8,189.205905,0.180540897,-0.904320444,8.774174348,19.65781,11.21423
S02001952,Kelvingrove and University,98,143.5614074,4.857142857,5.857142857,406.1195954,0.322938878,-0.84076429,2.679058162,22.01561,10.97377
S02001953,Hillhead,178,151.0947933,10.42857143,12.42857143,510.4985788,0.351271854,0.108894177,2.781473309,21.8096975,11.2293875
S02001954,Glasgow Harbour and Partick South,103,120.1713209,9.4,10.2,263.4511865,0.321324339,-0.098800187,4.894868998,20.0431,11.3520175
S02001955,Partick,154,114.3904978,15.75,18.25,277.2518632,0.31460397,0.069021374,2.065202633,21.43459,11.46056
S02001956,Partickhill and Hyndland,136,170.5934597,3.333333333,5,93.59359362,0.164871562,-1.279618964,2.179095311,17.68305,10.71005
S02001957,Dowanhill,78,137.4585774,3.4,4.4,202.7538792,0.217479118,-1.488690958,4.57862706,19.91773,10.937115
S02001958,Kelvinside and Jordanhill,124,210.475701,5.571428571,5,264.477132,0.11171927,-1.349046089,12.33787178,16.6372525,10.6752675
S02001959,Broomhill,123,145.1546364,7,7.4,145.0301685,0.12449639,-1.19921333,11.30715393,17.70537,10.82732
S02001960,Victoria Park,97,101.6363751,6.333333333,7,147.6163672,0.083605484,-1.386611565,9.333862927,17.70537,10.82732
S02001961,Whiteinch,212,108.3026024,24.75,28.75,463.2536419,0.284554366,0.805943115,2.110553691,17.95683,10.83299
S02001962,Scotstoun North and East,158,149.3482999,12.8,14.4,357.4798531,0.161880087,-0.429000215,4.162973002,18.17653,11.325675
S02001963,Scotstoun South and West,189,102.9583746,23,30.4,696.2843885,0.282906363,1.076219373,1.484800265,23.520495,13.38962
S02001964,Yoker South,152,130.6659767,18.83333333,25.33333333,445.1772602,0.266313394,0.840386005,7.107065545,13.770125,10.197569
S02001965,Yoker North,303,122.3351766,15.25,17,312.9021896,0.212368547,0.64457019,9.071427185,13.675095,9.8910675
S02001966,Knightswood West,149,91.6401142,18.33333333,23,282.2015947,0.209259897,0.573837883,5.859334843,13.675095,9.8910675
S02001967,Knightswood East,197,151.4138163,23.2,26.8,403.1450133,0.20785918,0.703570632,7.554406577,14.883065,10.61619
S02001968,Knightswood Park West,195,128.5224056,20,23.6,350.4108406,0.213064018,0.502827383,13.29462103,13.89157,10.59782
S02001969,Knightswood Park East,148,126.6627056,18.2,23,336.3843156,0.214784362,0.178160323,10.17759083,15.877445,10.616815
S02001970,Anniesland East,132,143.9680769,8,10,235.2969814,0.186174925,-0.538621597,12.22209156,16.90491,10.209662
S02001971,Anniesland West,315,214.9623233,10.875,15.5,242.8948872,0.188202376,0.348863616,5.940802679,15.847775,10.5598175
S02001972,Blairdardie East,309,199.2998832,20.14285714,25.28571429,325.8659258,0.223695471,0.763315616,17.84007076,13.624895,9.8497915
S02001973,Blairdardie West,106,106.1315624,7.333333333,9.333333333,215.8005617,0.148669096,-0.11249796,17.34869411,16.088895,9.9098345
S02001974,Drumchapel South,166,97.0088966,23.33333333,32.33333333,542.4894326,0.249116649,1.336348719,9.067780038,14.24525,9.998133
S02001975,Drumchapel North,225,103.5247529,31.6,41.4,709.491118,0.295508174,1.692149642,13.09071696,12.273115,9.592824
S02001976,Drumry East,240,104.0922872,29.25,34.5,748.0962557,0.289441652,1.671616218,7.362641697,12.273115,9.592824
S02001977,Drumry West,200,107.3545469,22,28.25,425.9152605,0.202823675,1.21942816,7.706471692,12.441585,9.665453
S02001978,Lochaber West,99,181.9974751,5.333333333,6.5,116.3955708,0.127804765,-0.612967716,78.03296178,1.564809495,5.903665824
S02001979,Fort William North,153,176.2245363,7.666666667,9.666666667,139.7326662,0.100027613,0.150509084,25.18985646,3.93263775,8.223434625
S02001980,Fort William South,182,198.0831839,9.75,11.25,436.591101,0.136656846,0.309347593,38.27260405,1.877516211,6.232368567
S02001981,Lochaber East and North,115,189.2997937,6.285714286,7.714285714,119.7412386,0.096890995,-0.262550005,52.73054234,1.618126082,5.972132361
S02001982,Badenoch and Strathspey South,95,152.0494473,4.8,6.8,102.8304723,0.109491646,-0.319307398,33.19066993,1.608302798,5.94038432
S02001983,Badenoch and Strathspey Central,108,181.1629366,4.833333333,6,221.8713475,0.13083052,0.021692655,32.01304439,1.782861668,5.986598964
S02001984,Badenoch and Strathspey North,114,188.6536277,4.333333333,6,149.6838877,0.115250568,-0.210894719,35.67611552,1.9881742,6.144211364
S02001985,Nairn Rural,99,168.4602665,3.833333333,5.5,95.53713325,0.071951381,-0.489477306,64.55029813,2.107273118,6.245424611
S02001986,Nairn East,135,160.7762197,10.4,12.2,352.3305698,0.131445531,0.242270417,18.27123869,5.036887,8.679613
S02001987,Nairn West,175,200.4013406,9.285714286,9.428571429,148.3891281,0.07300298,-0.194819339,16.10241082,3.490978667,7.726285334
S02001988,Inverness East Rural,147,189.9705945,4.8,6.6,227.0142924,0.082748241,-0.077529151,63.02399358,1.823610672,5.888303645
S02001989,Inverness Culloden and Balloch,117,148.9185877,6.333333333,6,175.2607527,0.073321167,-0.217845086,12.70208433,3.84270975,7.5417835
S02001990,Inverness Smithton,94,103.8522797,9.8,9.6,187.8403948,0.130158924,0.122058937,13.98786759,4.984086,7.7879405
S02001991,Inverness Westhill,149,208.7102486,4.875,5.625,87.73551937,0.063778347,-0.510384664,41.94063987,4.059640688,7.153752563
S02001992,Inverness Inshes,130,158.4502223,3,3.666666667,140.42919,0.053978771,-0.486157403,37.85599404,3.865829857,7.354061571
S02001993,Inverness Slackbuie,57,92.7474161,1.666666667,2,72.43330907,0.059870596,-0.600935664,53.12997442,2.150335623,6.238855839
S02001994,Inverness Lochardil and Holm Mains,144,201.7893329,4.428571429,3.571428571,136.7023902,0.044323536,-0.631888817,40.13569169,3.3402055,7.380973714
S02001995,Inverness Drummond,113,131.8642897,10,12,387.5234827,0.102663504,0.182115715,20.53268408,5.15852375,7.61432825
S02001996,Inverness Hilton,156,135.4858583,11,13.6,330.9858843,0.139243768,0.366937212,17.43682421,5.425777,8.0788635
S02001997,Inverness Drakies,47,87.957733,3,3,70.73687537,0.058388496,-0.763497424,9.679492962,8.825943,8.334222
S02001998,"Inverness Central, Raigmore and Longman",149,123.7711271,13.83333333,13.83333333,1626.648279,0.207314033,0.366879397,17.55776192,8.3326375,8.42171275
S02001999,Inverness Crown and Haugh,143,194.2675764,6.6,5.8,376.2123478,0.092492806,-0.415748145,7.764165441,6.7153775,7.8760305
S02002000,Inverness Ballifeary and Dalneigh,221,175.4231184,12.16666667,16,414.5191693,0.154270579,0.573996631,20.73191146,4.6653575,7.50502925
S02002001,Inverness Muirtown,160,143.6671891,13.6,14.2,471.7450858,0.201518827,0.288817149,3.276796473,6.348382,8.542193
S02002002,Inverness Merkinch,169,108.2728441,25.75,34.25,883.5670586,0.192871961,1.512756894,18.57151812,6.6120325,7.822627
S02002003,Inverness Scorguie,87,121.4740873,7.4,7,162.1233523,0.091237344,-0.109174556,19.00511056,4.7102445,7.599461
S02002004,Inverness Kinmylies and South West,126,125.8185601,10.2,10,255.3310857,0.109942848,0.149058406,21.10329047,2.84304345,6.86453225
S02002005,Inverness West Rural,179,251.2461109,5.666666667,6.777777778,96.10915553,0.064495134,-0.340154779,52.20688606,1.436576558,5.61250104
S02002006,Loch Ness,91,181.2872405,5.4,6.8,152.6602357,0.098284915,-0.560086641,63.4786644,1.42846745,5.544806663
S02002007,Lochlash,79,107.0828998,7,8,150.2975414,0.107006999,-0.341654298,58.67787542,1.348686706,5.473352564
S02002008,Skye South,63,132.5266949,7.25,7.75,99.33008943,0.134470605,-0.27101843,68.41633595,1.561455697,5.871746337
S02002009,Skye North East,95,141.0914485,10.4,12.6,165.807977,0.115902946,-0.164960111,45.3402227,1.718863685,5.839583242
S02002010,Skye North West,86,136.3397396,6.75,8.25,96.25981414,0.097339944,-0.052466015,92.43951582,1.983028092,5.609286122
S02002011,Ross and Cromarty South West,65,133.9605334,6.5,6,75.44046912,0.10217479,-0.51676206,79.7587658,1.459233019,5.496544585
S02002012,Ross and Cromarty North West,53,132.0266011,6.8,8.6,182.2247253,0.105201127,-0.463186336,52.00694164,1.544036899,5.615557268
S02002013,Ross and Cromarty Central,105,147.6315995,6.5,8.75,207.7550413,0.082589516,-0.12211927,61.56230361,1.375529601,5.575961702
S02002014,Ross and Cromarty East,95,126.0069096,4.75,6.25,68.66043485,0.070586133,-0.178254892,60.58941058,1.902574727,5.941322536
S02002015,Muir of Ord,101,130.4398551,8.25,9.5,136.001555,0.079000059,0.016945835,22.51900825,2.162006487,6.952970872
S02002016,Conon,77,140.1437554,7.2,7.8,166.9631392,0.085122462,-0.275925327,47.24348964,2.512197574,7.526004667
S02002017,Dingwall,175,202.6327203,8.857142857,11.42857143,483.3034886,0.0931476,0.290715918,23.01832445,3.763700625,7.77256825
S02002018,Black Isle South,177,265.3403894,4.75,5.125,86.70909054,0.071097555,-0.697869385,43.15559452,2.669614835,6.973302077
S02002019,Black Isle North,71,141.5011746,3.6,4,67.86248521,0.06095398,-0.690685525,62.28996366,2.681730459,7.010160708
S02002020,Alness,244,213.8690429,13.5,17.125,374.7536925,0.103798561,0.807243749,17.20117378,4.24046725,7.485084938
S02002021,Invergordon,199,163.6592681,13.66666667,17.66666667,314.9121086,0.111052821,0.417519968,22.90915558,4.791866,7.986430417
S02002022,Seaboard,124,170.833403,10.5,12.16666667,160.3928662,0.080928169,0.427357868,65.13072204,2.574116074,7.370270118
S02002023,Tain,98,147.2538816,10.8,13.6,274.7904488,0.099900224,0.2490289,12.72446145,2.54956385,6.336652
S02002024,Sutherland South,143,275.5650876,7.111111111,8.555555556,111.1600201,0.081712655,-0.312599644,53.08548223,1.841507431,5.823349976
S02002025,Sutherland East,119,178.6472857,10.83333333,11.66666667,174.1770998,0.075618596,0.077602865,29.37224725,2.322983884,6.263283789
S02002026,Caithness South,72,116.0485236,11.5,11,162.6897048,0.069647506,0.385228455,53.31165966,2.59429653,6.377860903
S02002027,Wick South,186,130.2992034,15.66666667,20.5,633.7944432,0.091922976,0.663496896,9.568865337,5.2961775,9.7050135
S02002028,Wick North,164,124.3473949,12.2,15.2,375.4989923,0.100591676,0.597406542,13.35451559,5.08839075,9.48773925
S02002029,Caithness North East,106,143.8813283,7.8,8.6,123.9821412,0.068909719,-0.141011068,67.76295146,3.102148974,7.017680923
S02002030,Caithness North West,97,197.1125628,8.142857143,7.714285714,119.3138461,0.063557226,-0.052426767,46.99598834,2.901834817,6.657188278
S02002031,Thurso East,118,109.4511027,12.5,12.75,450.2840785,0.0598494,0.241279436,11.52822547,5.60897575,8.3010065
S02002032,Thurso West,112,181.3158316,9.285714286,11.71428571,287.1960313,0.07727394,-0.001154367,16.09355966,5.5058625,8.153791625
S02002033,Sutherland North and West,88,134.682189,7.166666667,8.833333333,113.468164,0.135045759,-0.269620407,82.91910614,2.249854864,6.058258463
S02002034,Kilmacolm Central,97,115.5472483,3.333333333,5.333333333,115.1541515,0.066994782,-1.376726638,13.46494235,6.1959525,7.670836
S02002035,"Kilmacolm, Quarriers, Greenock Upper East/Central",141,127.0701097,7.4,7.4,137.1040653,0.078716436,-0.867571382,32.40418533,4.670095543,7.149908976
S02002036,Inverkip and Wemyss Bay,118,197.2865955,4.5,4.375,97.27168647,0.060229373,-0.733993822,42.00466031,4.420221971,7.071069912
S02002037,"West Braeside, East Inverkip and West Gourock",69,115.9543034,4.75,2.5,120.2688129,0.066354687,-1.132154591,53.38568756,4.70133325,7.343734036
S02002038,Gourock Upper and West Central and Upper Larkfield,151,161.4863228,7.666666667,7.166666667,183.0311767,0.126040293,-0.576714871,11.64412552,6.497109,7.7040875
S02002039,"Gourock Central, Upper East and IRH",148,157.4051488,13.16666667,12.83333333,403.115563,0.153292845,-0.226339125,15.58957699,7.156535,7.8981
S02002040,"Braeside, Branchton, Lower Larkfield and Ravenscra",358,219.2459315,18.875,22.5,430.1363664,0.196926131,0.907326249,15.81160583,6.9963795,7.985078
S02002041,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",243,166.2702187,20.71428571,24.42857143,579.9572683,0.19729556,0.721279314,21.09371553,7.128425,7.8442925
S02002042,"Gourock East, Greenock West and Lyle Road",249,239.7820509,6,5.142857143,106.4323095,0.069802555,-1.040641424,27.80554619,8.488551167,8.032053667
S02002043,Greenock West and Central,231,215.8816136,15,15.375,617.3979425,0.158008372,-0.271136894,6.088108245,13.29375,9.0829325
S02002044,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",178,158.0325581,12.33333333,12.66666667,284.959447,0.138517406,-0.068187729,14.53970758,8.322889,8.07540675
S02002045,Greenock Upper Central,186,133.0664835,28.16666667,29.16666667,979.845703,0.235544482,0.775578195,2.888805372,10.0276585,8.2580245
S02002046,Greenock Town Centre and East Central,320,198.1660809,31.125,32.875,1321.524166,0.190020233,0.968567077,15.13145015,10.84904,8.302456
S02002047,Greenock East,323,214.9701743,22,27.11111111,453.5558316,0.209394104,0.799736225,32.82984951,9.2679235,7.99743875
S02002048,"Port Glasgow Upper, West and Central",234,195.4075822,15.66666667,16.77777778,243.9284752,0.165916098,0.432049827,16.79098208,8.520391,8.154145834
S02002049,"Port Glasgow Mid, East and Central",244,169.8471574,20.57142857,23.42857143,392.5552253,0.202022887,1.015231807,13.80290395,8.623155,8.40323325
S02002050,Port Glasgow Upper East,211,171.0375774,19,23.85714286,221.7047156,0.202994179,0.952714922,10.76469908,6.0417315,8.020324
S02002051,Rural South Midlothian,87,105.0753213,7.5,7,212.6908936,0.078576229,-0.466180598,60.24338849,4.758352653,9.00849308
S02002052,Penicuik Southeast,149,150.8947105,10.8,9.6,431.5464532,0.098897546,-0.494756748,6.432290274,7.879602,10.0685905
S02002053,Penicuik Southwest,138,142.9606967,7.5,7.166666667,256.8252789,0.07671342,-0.435031753,16.45643667,6.5679305,10.4596035
S02002054,Penicuik East,114,102.166528,12.5,14.5,346.8906769,0.117583147,0.668944814,13.00633318,6.7394455,9.9454645
S02002055,Penicuik North,105,133.1883013,6.4,6.8,124.4374318,0.086956468,-0.227945266,23.22606727,7.174233,10.3279635
S02002056,Pentland,62,86.8307291,3.333333333,4.333333333,124.7208162,0.098633607,-0.49153311,35.30178774,6.747080394,9.200238743
S02002057,Roslin and Bilston,118,124.6728596,8.2,9.6,140.7230087,0.120619786,-0.096291142,22.05009097,8.0923683,10.1284501
S02002058,Straiton,121,95.485737,13.25,12,373.3287008,0.116680547,0.245491443,21.28448642,10.0206674,11.3751266
S02002059,Loanhead,179,148.6735408,10.8,10.8,287.7816935,0.119794365,0.289579964,4.995229877,11.26552,10.628795
S02002060,Bonnyrigg South,209,180.8802184,10.42857143,13.14285714,242.0439066,0.13099277,0.4791988,25.10930391,9.3147955,11.618635
S02002061,Bonnyrigg North,307,232.4468067,11.28571429,12.71428571,286.6211513,0.101985059,0.245959902,7.13308774,11.909705,10.85171
S02002062,Newbattle and Dalhousie,203,234.28444,3.555555556,5.222222222,166.8089267,0.054369057,-0.34419748,26.59815527,8.405751556,11.59111889
S02002063,Eskbank,160,195.6126067,3.833333333,3.5,313.8049345,0.028502076,-1.089464324,16.84750906,10.48056713,10.92034938
S02002064,Shawfair,165,132.0937178,8.8,10,243.1896458,0.115178699,0.156379386,17.63066929,11.05772553,11.99243465
S02002065,Thornybank,153,138.8596819,13.8,14.8,669.7361307,0.145625448,0.706629994,22.10025616,9.412783929,11.38502322
S02002066,Dalkeith,142,106.0922227,22.75,24,1496.771101,0.147573749,1.143816793,7.370475615,11.490685,10.56873
S02002067,Pathhead and Rural East Midlothian,211,223.3233946,7.285714286,8.285714286,295.5034753,0.094252853,-0.153017804,35.72428915,5.370355485,10.22741047
S02002068,Easthouses,120,106.421101,15.25,20.25,359.575604,0.153110093,0.965994895,15.21988712,9.8974105,11.00319
S02002069,Mayfield,194,159.0848907,16.16666667,19.5,400.0241248,0.148951563,0.887777538,24.38864989,9.859816,11.472055
S02002070,Newtongrange,177,146.8586069,13.66666667,14.66666667,331.3838262,0.113483977,0.503335226,13.61153585,11.25823,11.249395
S02002071,North Gorebridge,151,99.1071386,15,19,294.394216,0.133232945,1.025795102,8.220917254,6.848158,11.15946
S02002072,Gorebridge and Middleton,173,128.5720509,14,18.2,471.8989096,0.139784905,0.687615961,6.652217835,6.6272405,10.238905
S02002073,South Speyside and the Cabrach,65,163.3662355,5.2,6.2,121.0074601,0.072449191,0.056944324,46.78571295,2.321327083,6.387949176
S02002074,North Speyside,91,150.8047416,6,5.8,163.9776395,0.093111289,-0.243497216,37.53790408,2.880490252,6.751280764
S02002075,Rural Keith and Strathisla,75,112.3905889,5.2,5.2,67.58655222,0.094932728,-0.14156783,67.98484417,3.222646044,7.587583082
S02002076,Keith and Fife Keith,154,193.3243007,9,10.8,317.7145254,0.08536321,0.396725938,8.850071872,5.56018125,7.99573175
S02002077,"Cullen, Portknockie, Findochty, Drybridge and Berr",131,219.5292197,6.25,8,125.4867638,0.080748327,-0.001412229,27.49130432,3.287275016,7.85884021
S02002078,Buckie Central East,99,132.7842551,9.8,14.2,231.2768775,0.090864684,0.360004742,15.72974298,4.33447075,8.054475667
S02002079,Buckie West and Mains of Buckie,178,190.3658673,8.4,9.2,302.481714,0.08705864,-0.055496332,6.694885975,5.822782,7.950835
S02002080,"Mosstodloch, Portgordon and seaward",89,147.4329611,6,6.4,82.88360031,0.071442213,-0.269437278,49.57667466,3.683067967,7.691452722
S02002081,"Fochabers, Aultmore, Clochan and Ordiquish",75,98.2774769,8.333333333,7,144.5014625,0.073173799,-0.329887869,32.68556202,3.428514336,7.367637098
S02002082,"Heldon West, Fogwatt to Inchberry",101,144.6417244,7.6,9.4,119.5089762,0.05917644,-0.463023082,59.24145175,3.399320963,7.349564328
S02002083,"Lhanbryde, Urquhart, Pitgavney and seaward",80,120.3113987,7.2,9,143.740867,0.089286025,-0.136247247,44.67175906,3.77090837,7.836959574
S02002084,Elgin Cathedral to Ashgrove and Pinefield,206,166.9968437,12.66666667,14.83333333,486.985159,0.126957714,0.282431759,21.3207129,9.013990334,9.357905334
